input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.904136 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.004497 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.904862 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.905568 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.906272 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.098414 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.093494 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.097693 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.905448 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 1.635220 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.169306 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.002773 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.177697 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.186713 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.205140 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.202426 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.191127 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.201052 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.003457 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.211620 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.222791 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.244568 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.003871 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.003871 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.230737 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.243069 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.266490 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.251299 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.264775 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.289760 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.004869 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.283660 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.004731 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.267419 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.281703 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.307724 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.289976 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.005714 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.305244 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.321173 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.006639 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.349137 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.328792 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.356993 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.336222 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.352943 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.007677 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.370075 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.399377 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.376141 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.008494 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.393494 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.423010 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.398553 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.009342 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.415976 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.445451 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.419943 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.010209 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.449303 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.423687 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.010375 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.440931 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.011122 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.470056 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.443603 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.460599 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.012037 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.477344 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.493718 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.521389 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.505138 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.477525 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.493892 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.013743 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.013740 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.509727 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.525009 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.551356 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.014502 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.522859 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.549183 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.520731 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.535698 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.550106 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.017137 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.575045 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.546467 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.016917 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.560397 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.584776 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.016654 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.567407 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.538969 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.553241 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.566857 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.579933 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.603118 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.018006 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.574774 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.587489 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.610183 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.018567 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.592750 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.017301 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.564435 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.577616 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.600781 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.572651 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.585383 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.019845 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.597579 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.020822 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.619461 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.591575 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.020357 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.613817 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.585903 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.598097 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.609694 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.021906 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.620616 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.641077 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.623936 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.596292 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.020815 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.607940 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.619060 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.639480 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.612230 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.022214 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.633017 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.605699 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.021657 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.616817 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.627500 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.023654 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.637607 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.656768 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.022930 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.639833 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.612742 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.623640 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.633952 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.024341 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.653218 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.626591 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.636789 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.646432 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.664926 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.023873 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.638699 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.024871 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.648176 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.666517 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.649855 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.022390 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.623170 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.633554 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.643405 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.025416 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652646 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.670615 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.644803 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.663198 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.023807 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.637036 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.655927 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.023080 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.629596 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.639595 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.025101 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.649074 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.658169 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.675630 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.659199 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.023474 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.633028 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.642921 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.025499 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.661213 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.635249 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.644968 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.654249 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.663086 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680113 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.025856 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.654840 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672385 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.024992 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.646849 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.656006 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.664755 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681600 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026095 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.656468 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673834 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.648506 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.026241 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.657533 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.666146 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.682858 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026308 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026291 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.666484 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.640946 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.650382 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.668036 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.642565 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.025678 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651908 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.660842 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669291 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028740 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685609 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660948 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669392 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028779 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685669 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661047 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669485 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028817 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.685722 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026799 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661027 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.677855 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652951 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661832 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670231 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028965 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.686353 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026937 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661756 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670219 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.686368 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661917 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028001 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.678474 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653669 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.670835 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.025186 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.645718 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.654916 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.663730 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.672035 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029304 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.687909 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027253 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663548 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.679987 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.655349 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027341 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.664058 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.672347 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688228 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.664001 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.672352 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688171 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027386 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027367 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.663839 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680164 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.655633 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027453 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.664326 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680589 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.656109 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027534 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.664749 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680982 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.656581 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673275 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.025692 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.648489 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.657608 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.666256 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028800 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682216 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.657903 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.666537 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.674760 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029903 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.690153 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.666265 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028853 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682166 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.657913 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.666572 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028918 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682424 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.658213 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.666831 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028980 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682662 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.658519 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.674911 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.650481 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027097 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.659363 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.667949 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676050 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691335 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028124 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.675293 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.650911 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027200 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659825 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028230 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668248 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.676385 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691570 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.675619 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.026245 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651260 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.660185 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028330 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668616 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684253 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660358 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028374 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668780 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684353 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660465 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028417 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668907 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676961 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692024 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.676089 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651942 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027469 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660749 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669266 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684726 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027508 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660857 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028544 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669252 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677339 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.692274 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668866 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029564 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.684231 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660503 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.668980 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677080 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.030656 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.691881 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668508 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029570 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.676536 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691444 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.675489 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651485 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027566 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660315 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668851 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676908 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691764 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.028597 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668401 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.029634 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.676385 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691250 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.667953 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.683311 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027554 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.659622 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.675449 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651552 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027675 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660377 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668910 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684133 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027717 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660506 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.676253 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652414 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.027831 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661246 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.028876 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669594 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684752 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661312 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669748 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.684869 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.027898 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661375 , expected : 1.000000
